STATE,Date,Home.Value,Structure.Cost,Land.Value,Land.Share,HomePriceIndex,LandPriceIndex
AZ,1984Q1,"$78,838","$73,740","$5,098",6.5%,0.490,0.069
AZ,1984Q2,"$80,180","$73,375","$6,806",8.5%,0.499,0.093
AZ,1984Q3,"$81,538","$73,044","$8,494",10.4%,0.507,0.116
AZ,1984Q4,"$82,892","$72,891","$10,001",12.1%,0.515,0.138
AZ,1985Q1,"$84,309","$73,014","$11,294",13.4%,0.524,0.157
AZ,1985Q2,"$85,779","$73,330","$12,449",14.5%,0.533,0.174
AZ,1985Q3,"$87,331","$73,722","$13,609",15.6%,0.543,0.191
AZ,1985Q4,"$88,950","$74,069","$14,881",16.7%,0.553,0.211
AZ,1986Q1,"$90,582","$74,308","$16,274",18.0%,0.563,0.232
AZ,1986Q2,"$92,098","$74,530","$17,568",19.1%,0.573,0.253
AZ,1986Q3,"$93,350","$74,898","$18,452",19.8%,0.580,0.267
AZ,1986Q4,"$94,330","$75,566","$18,764",19.9%,0.586,0.274
AZ,1987Q1,"$95,086","$76,631","$18,456",19.4%,0.591,0.271
AZ,1987Q2,"$95,559","$77,915","$17,644",18.5%,0.594,0.261
AZ,1987Q3,"$95,819","$79,193","$16,626",17.4%,0.596,0.247
AZ,1987Q4,"$95,982","$80,236","$15,746",16.4%,0.597,0.236
AZ,1988Q1,"$96,175","$80,878","$15,297",15.9%,0.598,0.230
AZ,1988Q2,"$96,378","$81,208","$15,170",15.7%,0.599,0.229
AZ,1988Q3,"$96,546","$81,367","$15,179",15.7%,0.600,0.231
AZ,1988Q4,"$96,731","$81,499","$15,232",15.7%,0.601,0.233
AZ,1989Q1,"$96,950","$81,742","$15,207",15.7%,0.603,0.234
AZ,1989Q2,"$97,255","$82,053","$15,202",15.6%,0.605,0.235
AZ,1989Q3,"$97,637","$82,435","$15,202",15.6%,0.607,0.236
AZ,1989Q4,"$98,019","$82,869","$15,150",15.5%,0.609,0.235
AZ,1990Q1,"$98,406","$83,286","$15,120",15.4%,0.612,0.235
AZ,1990Q2,"$98,834","$83,762","$15,072",15.2%,0.615,0.235
AZ,1990Q3,"$99,077","$84,206","$14,871",15.0%,0.616,0.232
AZ,1990Q4,"$99,417","$84,575","$14,842",14.9%,0.618,0.233
AZ,1991Q1,"$99,880","$84,852","$15,029",15.0%,0.621,0.237
AZ,1991Q2,"$100,407","$85,067","$15,340",15.3%,0.624,0.243
AZ,1991Q3,"$100,984","$85,292","$15,691",15.5%,0.628,0.249
AZ,1991Q4,"$101,647","$85,595","$16,053",15.8%,0.632,0.256
AZ,1992Q1,"$102,338","$86,059","$16,280",15.9%,0.636,0.262
AZ,1992Q2,"$103,057","$86,588","$16,469",16.0%,0.641,0.267
AZ,1992Q3,"$103,885","$87,192","$16,693",16.1%,0.646,0.271
AZ,1992Q4,"$104,858","$87,847","$17,010",16.2%,0.652,0.278
AZ,1993Q1,"$106,021","$88,476","$17,545",16.5%,0.659,0.287
AZ,1993Q2,"$107,399","$89,196","$18,203",16.9%,0.668,0.298
AZ,1993Q3,"$108,993","$89,946","$19,047",17.5%,0.678,0.314
AZ,1993Q4,"$110,772","$90,716","$20,056",18.1%,0.689,0.332
AZ,1994Q1,"$112,680","$91,508","$21,172",18.8%,0.701,0.353
AZ,1994Q2,"$114,671","$92,279","$22,392",19.5%,0.713,0.376
AZ,1994Q3,"$116,670","$93,024","$23,646",20.3%,0.725,0.400
AZ,1994Q4,"$118,634","$93,724","$24,909",21.0%,0.738,0.425
AZ,1995Q1,"$120,520","$94,457","$26,063",21.6%,0.749,0.450
AZ,1995Q2,"$122,324","$95,105","$27,218",22.3%,0.761,0.473
AZ,1995Q3,"$124,062","$95,831","$28,231",22.8%,0.771,0.494
AZ,1995Q4,"$125,717","$96,717","$29,000",23.1%,0.782,0.511
AZ,1996Q1,"$127,293","$97,750","$29,543",23.2%,0.791,0.523
AZ,1996Q2,"$128,769","$98,922","$29,847",23.2%,0.801,0.531
AZ,1996Q3,"$130,158","$99,994","$30,164",23.2%,0.809,0.540
AZ,1996Q4,"$131,503","$100,786","$30,717",23.4%,0.818,0.553
AZ,1997Q1,"$132,876","$101,182","$31,693",23.9%,0.826,0.574
AZ,1997Q2,"$134,321","$101,349","$32,971",24.5%,0.835,0.601
AZ,1997Q3,"$135,870","$101,520","$34,350",25.3%,0.845,0.630
AZ,1997Q4,"$137,567","$101,928","$35,639",25.9%,0.855,0.658
AZ,1998Q1,"$139,446","$102,769","$36,677",26.3%,0.867,0.682
AZ,1998Q2,"$141,517","$103,852","$37,666",26.6%,0.880,0.705
AZ,1998Q3,"$143,726","$105,020","$38,707",26.9%,0.894,0.729
AZ,1998Q4,"$146,032","$106,086","$39,946",27.4%,0.908,0.756
AZ,1999Q1,"$148,417","$106,910","$41,507",28.0%,0.923,0.790
AZ,1999Q2,"$150,854","$107,523","$43,331",28.7%,0.938,0.830
AZ,1999Q3,"$153,333","$108,012","$45,321",29.6%,0.953,0.872
AZ,1999Q4,"$155,825","$108,460","$47,364",30.4%,0.969,0.916
AZ,2000Q1,"$158,325","$108,838","$49,487",31.3%,0.984,0.959
AZ,2000Q2,"$160,836","$109,481","$51,355",31.9%,1.000,1.000
AZ,2000Q3,"$163,391","$110,348","$53,043",32.5%,1.016,1.039
AZ,2000Q4,"$166,024","$111,505","$54,519",32.8%,1.032,1.074
AZ,2001Q1,"$168,711","$113,142","$55,568",32.9%,1.049,1.106
AZ,2001Q2,"$171,429","$114,722","$56,707",33.1%,1.066,1.136
AZ,2001Q3,"$174,167","$116,214","$57,952",33.3%,1.083,1.168
AZ,2001Q4,"$176,940","$117,427","$59,513",33.6%,1.100,1.206
AZ,2002Q1,"$179,755","$118,124","$61,632",34.3%,1.118,1.253
AZ,2002Q2,"$182,712","$118,613","$64,099",35.1%,1.136,1.309
AZ,2002Q3,"$185,881","$118,930","$66,951",36.0%,1.156,1.374
AZ,2002Q4,"$189,326","$119,209","$70,118",37.0%,1.177,1.446
AZ,2003Q1,"$193,121","$119,606","$73,515",38.1%,1.201,1.524
AZ,2003Q2,"$197,466","$120,323","$77,143",39.1%,1.228,1.608
AZ,2003Q3,"$202,708","$121,605","$81,103",40.0%,1.260,1.699
AZ,2003Q4,"$209,271","$123,693","$85,578",40.9%,1.301,1.802
AZ,2004Q1,"$217,574","$126,660","$90,914",41.8%,1.353,1.923
AZ,2004Q2,"$228,086","$130,403","$97,683",42.8%,1.418,2.077
AZ,2004Q3,"$241,212","$134,486","$106,726",44.2%,1.500,2.282
AZ,2004Q4,"$256,993","$138,540","$118,454",46.1%,1.598,2.549
AZ,2005Q1,"$274,968","$142,400","$132,568",48.2%,1.710,2.873
AZ,2005Q2,"$294,039","$145,919","$148,120",50.4%,1.828,3.230
AZ,2005Q3,"$312,438","$149,418","$163,021",52.2%,1.943,3.577
AZ,2005Q4,"$328,448","$153,098","$175,350",53.4%,2.042,3.871
AZ,2006Q1,"$340,911","$157,157","$183,754",53.9%,2.120,4.083
AZ,2006Q2,"$349,308","$161,178","$188,129",53.9%,2.172,4.204
AZ,2006Q3,"$353,774","$164,925","$188,849",53.4%,2.200,4.243
AZ,2006Q4,"$354,782","$168,083","$186,699",52.6%,2.206,4.217
AZ,2007Q1,"$352,210","$170,563","$181,647",51.6%,2.190,4.126
AZ,2007Q2,"$345,990","$172,442","$173,547",50.2%,2.151,3.961
AZ,2007Q3,"$336,227","$174,288","$161,939",48.2%,2.090,3.712
AZ,2007Q4,"$323,283","$176,577","$146,706",45.4%,2.010,3.375
AZ,2008Q1,"$308,024","$179,627","$128,397",41.7%,1.915,2.965
AZ,2008Q2,"$291,490","$182,980","$108,510",37.2%,1.812,2.513
AZ,2008Q3,"$274,834","$186,052","$88,782",32.3%,1.709,2.062
AZ,2008Q4,"$259,332","$188,242","$71,090",27.4%,1.612,1.654
AZ,2009Q1,"$245,908","$189,097","$56,810",23.1%,1.529,1.323
AZ,2009Q2,"$234,832","$189,026","$45,806",19.5%,1.460,1.069
AZ,2009Q3,"$226,066","$188,494","$37,572",16.6%,1.406,0.878
AZ,2009Q4,"$218,900","$188,002","$30,897",14.1%,1.361,0.723
AZ,2010Q1,"$212,503","$187,944","$24,560",11.6%,1.321,0.574
AZ,2010Q2,"$206,408","$188,497","$17,911",8.7%,1.283,0.419
AZ,2010Q3,"$200,541","$189,656","$10,884",5.4%,1.247,0.255
AZ,2010Q4,"$195,390","$185,620","$9,769",5.0%,1.215,0.092
AZ,2011Q1,"$191,698","$182,113","$9,585",5.0%,1.192,0.035
AZ,2011Q2,"$190,101","$180,596","$9,505",5.0%,1.182,0.020
AZ,2011Q3,"$191,194","$181,634","$9,560",5.0%,1.189,0.017
AZ,2011Q4,"$195,109","$183,405","$11,704",6.0%,1.213,0.021
AZ,2012Q1,"$201,558","$184,391","$17,167",8.5%,1.253,0.031
AZ,2012Q2,"$209,923","$184,873","$25,049",11.9%,1.305,0.046
AZ,2012Q3,"$219,334","$185,244","$34,090",15.5%,1.364,0.063
AZ,2012Q4,"$229,027","$185,899","$43,129",18.8%,1.424,0.079
AZ,2013Q1,"$238,558","$187,136","$51,423",21.6%,1.483,0.095
AZ,2013Q2,"$247,585","$188,883","$58,702",23.7%,1.539,0.109
AZ,2013Q3,"$255,658","$190,973","$64,685",25.3%,1.590,0.120
AZ,2013Q4,"$262,602","$193,240","$69,362",26.4%,1.633,0.129
AZ,2014Q1,"$268,354","$196,940","$71,414",26.6%,1.668,0.133
AZ,2014Q2,"$273,246","$197,202","$76,045",27.8%,1.699,0.142
AZ,2014Q3,"$277,823","$201,448","$76,375",27.5%,1.727,0.143
AZ,2014Q4,"$282,548","$205,596","$76,953",27.2%,1.757,0.145
AZ,2015Q1,"$287,652","$205,864","$81,788",28.4%,1.788,0.154
AZ,2015Q2,"$293,110","$203,967","$89,142",30.4%,1.822,0.168
AZ,2015Q3,"$298,795","$205,155","$93,640",31.3%,1.858,0.177
AZ,2015Q4,"$304,527","$207,182","$97,345",32.0%,1.893,0.185
AZ,2016Q1,"$310,230","$209,341","$100,889",32.5%,1.929,0.192
AR,1975Q1,"$19,898","$18,903",$995,5.0%,0.206,0.000
AR,1975Q2,"$20,093","$19,088","$1,005",5.0%,0.208,0.000
AR,1975Q3,"$20,405","$19,385","$1,020",5.0%,0.211,0.000
AR,1975Q4,"$20,842","$19,800","$1,042",5.0%,0.216,0.000
AR,1976Q1,"$21,460","$20,387","$1,073",5.0%,0.222,0.000
AR,1976Q2,"$22,186","$21,077","$1,109",5.0%,0.230,0.000
AR,1976Q3,"$22,948","$21,801","$1,147",5.0%,0.238,0.000
AR,1976Q4,"$23,706","$22,520","$1,185",5.0%,0.246,0.000
AR,1977Q1,"$24,458","$23,235","$1,223",5.0%,0.253,0.000
AR,1977Q2,"$25,227","$23,965","$1,261",5.0%,0.261,0.000
AR,1977Q3,"$26,018","$24,718","$1,301",5.0%,0.269,0.000
AR,1977Q4,"$26,819","$25,478","$1,341",5.0%,0.278,0.000
AR,1978Q1,"$27,623","$26,242","$1,381",5.0%,0.286,0.000
AR,1978Q2,"$28,485","$26,859","$1,627",5.7%,0.295,0.000
AR,1978Q3,"$29,450","$27,421","$2,029",6.9%,0.305,0.000
AR,1978Q4,"$30,536","$28,099","$2,438",8.0%,0.316,0.000
AR,1979Q1,"$31,756","$28,910","$2,845",9.0%,0.329,0.000
AR,1979Q2,"$33,004","$29,806","$3,197",9.7%,0.342,0.000
AR,1979Q3,"$34,191","$30,716","$3,475",10.2%,0.354,0.000
AR,1979Q4,"$35,234","$31,569","$3,666",10.4%,0.365,0.000
AR,1980Q1,"$36,135","$32,313","$3,822",10.6%,0.374,0.000
AR,1980Q2,"$36,972","$32,968","$4,004",10.8%,0.383,0.000
AR,1980Q3,"$37,754","$33,573","$4,181",11.1%,0.391,0.000
AR,1980Q4,"$38,381","$34,165","$4,215",11.0%,0.397,0.000
AR,1981Q1,"$38,790","$34,778","$4,012",10.3%,0.402,0.000
AR,1981Q2,"$38,990","$35,411","$3,579",9.2%,0.404,0.000
AR,1981Q3,"$39,090","$36,062","$3,028",7.7%,0.405,0.000
AR,1981Q4,"$39,184","$36,730","$2,454",6.3%,0.406,0.000
AR,1982Q1,"$39,486","$37,407","$2,079",5.3%,0.409,0.000
AR,1982Q2,"$40,066","$38,063","$2,003",5.0%,0.415,0.000
AR,1982Q3,"$40,867","$38,824","$2,043",5.0%,0.423,0.000
AR,1982Q4,"$41,781","$39,692","$2,089",5.0%,0.433,0.000
AR,1983Q1,"$42,753","$40,616","$2,138",5.0%,0.443,0.000
AR,1983Q2,"$43,711","$41,525","$2,186",5.0%,0.453,0.000
AR,1983Q3,"$44,568","$42,340","$2,228",5.0%,0.462,0.000
AR,1983Q4,"$45,290","$43,026","$2,265",5.0%,0.469,0.000
AR,1984Q1,"$45,895","$43,600","$2,295",5.0%,0.475,0.000
AR,1984Q2,"$46,409","$44,088","$2,320",5.0%,0.481,0.000
AR,1984Q3,"$46,902","$44,557","$2,345",5.0%,0.486,0.000
AR,1984Q4,"$47,415","$45,045","$2,371",5.0%,0.491,0.001
AR,1985Q1,"$47,972","$45,573","$2,399",5.0%,0.497,0.001
AR,1985Q2,"$48,602","$46,172","$2,430",5.0%,0.503,0.001
AR,1985Q3,"$49,337","$46,870","$2,467",5.0%,0.511,0.001
AR,1985Q4,"$50,111","$47,605","$2,506",5.0%,0.519,0.001
AR,1986Q1,"$50,880","$48,336","$2,544",5.0%,0.527,0.001
AR,1986Q2,"$51,590","$48,913","$2,677",5.2%,0.534,0.002
AR,1986Q3,"$52,189","$49,038","$3,151",6.0%,0.541,0.002
AR,1986Q4,"$52,694","$49,238","$3,456",6.6%,0.546,0.002
AR,1987Q1,"$53,081","$49,546","$3,536",6.7%,0.550,0.002
AR,1987Q2,"$53,324","$49,926","$3,398",6.4%,0.552,0.002
AR,1987Q3,"$53,428","$50,326","$3,102",5.8%,0.553,0.002
AR,1987Q4,"$53,509","$50,695","$2,814",5.3%,0.554,0.002
AR,1988Q1,"$53,679","$50,992","$2,687",5.0%,0.556,0.002
AR,1988Q2,"$53,930","$51,233","$2,696",5.0%,0.559,0.002
AR,1988Q3,"$54,235","$51,524","$2,712",5.0%,0.562,0.002
AR,1988Q4,"$54,584","$51,855","$2,729",5.0%,0.565,0.002
AR,1989Q1,"$54,969","$52,221","$2,748",5.0%,0.569,0.002
AR,1989Q2,"$55,371","$52,603","$2,769",5.0%,0.573,0.002
AR,1989Q3,"$55,777","$52,988","$2,789",5.0%,0.578,0.002
AR,1989Q4,"$56,177","$53,368","$2,809",5.0%,0.582,0.002
AR,1990Q1,"$56,595","$53,765","$2,830",5.0%,0.586,0.002
AR,1990Q2,"$57,042","$54,190","$2,852",5.0%,0.591,0.002
AR,1990Q3,"$57,473","$54,599","$2,874",5.0%,0.595,0.002
AR,1990Q4,"$57,955","$55,057","$2,898",5.0%,0.600,0.003
AR,1991Q1,"$58,517","$55,591","$2,926",5.0%,0.606,0.003
AR,1991Q2,"$59,153","$56,196","$2,958",5.0%,0.613,0.003
AR,1991Q3,"$59,857","$56,864","$2,993",5.0%,0.620,0.004
AR,1991Q4,"$60,604","$57,573","$3,030",5.0%,0.628,0.004
AR,1992Q1,"$61,381","$58,312","$3,069",5.0%,0.636,0.005
AR,1992Q2,"$62,225","$59,113","$3,111",5.0%,0.644,0.006
AR,1992Q3,"$63,165","$60,007","$3,158",5.0%,0.654,0.008
AR,1992Q4,"$64,221","$61,010","$3,211",5.0%,0.665,0.010
AR,1993Q1,"$65,397","$62,127","$3,270",5.0%,0.677,0.013
AR,1993Q2,"$66,667","$63,333","$3,333",5.0%,0.690,0.017
AR,1993Q3,"$67,993","$64,593","$3,400",5.0%,0.704,0.022
AR,1993Q4,"$69,340","$65,873","$3,467",5.0%,0.718,0.029
AR,1994Q1,"$70,702","$67,167","$3,535",5.0%,0.732,0.036
AR,1994Q2,"$72,012","$68,411","$3,601",5.0%,0.746,0.045
AR,1994Q3,"$73,263","$69,600","$3,663",5.0%,0.759,0.056
AR,1994Q4,"$74,471","$70,748","$3,724",5.0%,0.771,0.070
AR,1995Q1,"$75,622","$71,841","$3,781",5.0%,0.783,0.087
AR,1995Q2,"$76,747","$72,910","$3,837",5.0%,0.795,0.109
AR,1995Q3,"$77,828","$73,937","$3,891",5.0%,0.806,0.133
AR,1995Q4,"$78,832","$74,890","$3,942",5.0%,0.816,0.153
AR,1996Q1,"$79,760","$75,772","$3,988",5.0%,0.826,0.164
AR,1996Q2,"$80,620","$76,589","$4,031",5.0%,0.835,0.168
AR,1996Q3,"$81,429","$77,357","$4,071",5.0%,0.843,0.170
AR,1996Q4,"$82,233","$78,122","$4,112",5.0%,0.852,0.178
AR,1997Q1,"$83,043","$78,891","$4,152",5.0%,0.860,0.197
AR,1997Q2,"$83,851","$79,659","$4,193",5.0%,0.868,0.225
AR,1997Q3,"$84,673","$80,440","$4,234",5.0%,0.877,0.258
AR,1997Q4,"$85,528","$81,251","$4,276",5.0%,0.886,0.289
AR,1998Q1,"$86,431","$82,109","$4,322",5.0%,0.895,0.313
AR,1998Q2,"$87,412","$83,041","$4,371",5.0%,0.905,0.333
AR,1998Q3,"$88,494","$84,070","$4,425",5.0%,0.917,0.362
AR,1998Q4,"$89,620","$85,139","$4,481",5.0%,0.928,0.406
AR,1999Q1,"$90,768","$86,229","$4,538",5.0%,0.940,0.475
AR,1999Q2,"$91,918","$87,322","$4,596",5.0%,0.952,0.569
AR,1999Q3,"$93,065","$88,412","$4,653",5.0%,0.964,0.683
AR,1999Q4,"$94,211","$89,500","$4,711",5.0%,0.976,0.802
AR,2000Q1,"$95,365","$90,328","$5,037",5.3%,0.988,0.909
AR,2000Q2,"$96,557","$91,018","$5,539",5.7%,1.000,1.000
AR,2000Q3,"$97,769","$91,801","$5,968",6.1%,1.013,1.078
AR,2000Q4,"$99,017","$92,612","$6,405",6.5%,1.025,1.159
AR,2001Q1,"$100,300","$93,409","$6,891",6.9%,1.039,1.250
AR,2001Q2,"$101,613","$94,182","$7,431",7.3%,1.052,1.350
AR,2001Q3,"$102,981","$94,963","$8,018",7.8%,1.067,1.458
AR,2001Q4,"$104,411","$95,778","$8,633",8.3%,1.081,1.572
AR,2002Q1,"$105,933","$96,618","$9,315",8.8%,1.097,1.695
AR,2002Q2,"$107,559","$97,441","$10,118",9.4%,1.114,1.842
AR,2002Q3,"$109,278","$98,142","$11,136",10.2%,1.132,2.029
AR,2002Q4,"$111,117","$98,628","$12,490",11.2%,1.151,2.279
AR,2003Q1,"$113,099","$98,889","$14,210",12.6%,1.171,2.598
AR,2003Q2,"$115,225","$99,168","$16,057",13.9%,1.193,2.940
AR,2003Q3,"$117,496","$99,810","$17,685",15.1%,1.217,3.243
AR,2003Q4,"$119,884","$101,151","$18,734",15.6%,1.242,3.440
AR,2004Q1,"$122,395","$103,385","$19,010",15.5%,1.268,3.495
AR,2004Q2,"$124,991","$106,198","$18,793",15.0%,1.294,3.459
AR,2004Q3,"$127,669","$109,119","$18,550",14.5%,1.322,3.420
AR,2004Q4,"$130,429","$111,687","$18,742",14.4%,1.351,3.460
AR,2005Q1,"$133,256","$113,594","$19,662",14.8%,1.380,3.636
AR,2005Q2,"$136,134","$115,167","$20,968",15.4%,1.410,3.884
AR,2005Q3,"$139,042","$116,884","$22,158",15.9%,1.440,4.113
AR,2005Q4,"$141,877","$119,223","$22,655",16.0%,1.469,4.213
AR,2006Q1,"$144,519","$122,480","$22,038",15.2%,1.497,4.109
AR,2006Q2,"$146,903","$126,175","$20,729",14.1%,1.521,3.872
AR,2006Q3,"$148,979","$129,661","$19,319",13.0%,1.543,3.615
AR,2006Q4,"$150,704","$132,287","$18,417",12.2%,1.561,3.453
AR,2007Q1,"$152,044","$133,640","$18,404",12.1%,1.575,3.458
AR,2007Q2,"$152,994","$134,210","$18,784",12.3%,1.585,3.536
AR,2007Q3,"$153,472","$134,737","$18,735",12.2%,1.589,3.532
AR,2007Q4,"$153,473","$135,953","$17,520",11.4%,1.589,3.307
AR,2008Q1,"$153,098","$138,341","$14,757",9.6%,1.586,2.789
AR,2008Q2,"$152,589","$141,369","$11,219",7.4%,1.580,2.121
AR,2008Q3,"$152,091","$144,262","$7,829",5.1%,1.575,1.480
AR,2008Q4,"$151,687","$144,103","$7,584",5.0%,1.571,1.030
AR,2009Q1,"$151,468","$143,895","$7,573",5.0%,1.569,0.931
AR,2009Q2,"$151,430","$143,320","$8,110",5.4%,1.568,0.997
AR,2009Q3,"$151,436","$142,239","$9,198",6.1%,1.568,1.131
AR,2009Q4,"$151,288","$141,229","$10,059",6.6%,1.567,1.236
AR,2010Q1,"$150,786","$140,756","$10,031",6.7%,1.562,1.232
AR,2010Q2,"$150,253","$140,890","$9,364",6.2%,1.556,1.150
AR,2010Q3,"$149,703","$141,571","$8,132",5.4%,1.550,0.999
AR,2010Q4,"$149,400","$141,930","$7,470",5.0%,1.547,0.818
AR,2011Q1,"$149,511","$142,036","$7,476",5.0%,1.548,0.658
AR,2011Q2,"$150,057","$142,554","$7,503",5.0%,1.554,0.553
AR,2011Q3,"$151,178","$143,619","$7,559",5.0%,1.566,0.515
AR,2011Q4,"$152,766","$144,926","$7,840",5.1%,1.582,0.534
AR,2012Q1,"$154,609","$145,732","$8,877",5.7%,1.601,0.605
AR,2012Q2,"$156,605","$146,194","$10,411",6.6%,1.622,0.710
AR,2012Q3,"$158,592","$146,547","$12,045",7.6%,1.642,0.822
AR,2012Q4,"$160,560","$147,027","$13,533",8.4%,1.663,0.925
AR,2013Q1,"$162,494","$147,815","$14,680",9.0%,1.683,1.004
AR,2013Q2,"$164,227","$148,874","$15,354",9.3%,1.701,1.051
AR,2013Q3,"$165,834","$150,114","$15,719",9.5%,1.717,1.077
AR,2013Q4,"$167,410","$151,445","$15,965",9.5%,1.734,1.095
AR,2014Q1,"$169,126","$154,216","$14,910",8.8%,1.752,1.023
AR,2014Q2,"$170,952","$154,284","$16,668",9.7%,1.770,1.145
AR,2014Q3,"$172,878","$157,469","$15,409",8.9%,1.790,1.059
AR,2014Q4,"$174,854","$160,570","$14,284",8.2%,1.811,0.983
AR,2015Q1,"$176,832","$160,630","$16,201",9.2%,1.831,1.116
AR,2015Q2,"$179,070","$158,990","$20,079",11.2%,1.855,1.384
AR,2015Q3,"$181,428","$159,751","$21,676",11.9%,1.879,1.496
AR,2015Q4,"$183,748","$161,159","$22,589",12.3%,1.903,1.560
AR,2016Q1,"$186,002","$162,662","$23,341",12.5%,1.926,1.614
CA,1975Q1,"$40,994","$29,241","$11,753",28.7%,0.137,0.045
CA,1975Q2,"$42,681","$29,653","$13,028",30.5%,0.142,0.050
CA,1975Q3,"$44,440","$30,042","$14,398",32.4%,0.148,0.055
CA,1975Q4,"$46,353","$30,493","$15,860",34.2%,0.154,0.061
CA,1976Q1,"$48,504","$31,099","$17,405",35.9%,0.162,0.068
CA,1976Q2,"$50,951","$31,779","$19,172",37.6%,0.170,0.075
CA,1976Q3,"$53,706","$32,517","$21,189",39.5%,0.179,0.083
CA,1976Q4,"$56,749","$33,269","$23,479",41.4%,0.189,0.093
CA,1977Q1,"$60,092","$33,958","$26,134",43.5%,0.200,0.103
CA,1977Q2,"$63,677","$34,700","$28,977",45.5%,0.212,0.115
CA,1977Q3,"$67,308","$35,469","$31,839",47.3%,0.224,0.127
CA,1977Q4,"$70,798","$36,280","$34,517",48.8%,0.236,0.139
CA,1978Q1,"$74,123","$37,231","$36,892",49.8%,0.247,0.150
CA,1978Q2,"$77,356","$38,148","$39,207",50.7%,0.258,0.160
CA,1978Q3,"$80,600","$39,124","$41,476",51.5%,0.269,0.171
CA,1978Q4,"$83,963","$40,174","$43,789",52.2%,0.280,0.181
CA,1979Q1,"$87,505","$41,249","$46,256",52.9%,0.292,0.192
CA,1979Q2,"$91,226","$42,482","$48,745",53.4%,0.304,0.203
CA,1979Q3,"$95,053","$43,800","$51,253",53.9%,0.317,0.215
CA,1979Q4,"$98,859","$45,191","$53,668",54.3%,0.329,0.226
CA,1980Q1,"$102,559","$46,641","$55,917",54.5%,0.342,0.237
CA,1980Q2,"$106,071","$48,117","$57,953",54.6%,0.353,0.246
CA,1980Q3,"$109,342","$49,600","$59,743",54.6%,0.364,0.255
CA,1980Q4,"$112,311","$51,063","$61,248",54.5%,0.374,0.263
CA,1981Q1,"$114,969","$52,539","$62,430",54.3%,0.383,0.270
CA,1981Q2,"$117,269","$53,975","$63,294",54.0%,0.391,0.275
CA,1981Q3,"$119,117","$55,474","$63,643",53.4%,0.397,0.278
CA,1981Q4,"$120,399","$57,097","$63,301",52.6%,0.401,0.277
CA,1982Q1,"$121,169","$58,879","$62,291",51.4%,0.404,0.274
CA,1982Q2,"$121,676","$60,665","$61,011",50.1%,0.405,0.270
CA,1982Q3,"$122,053","$62,299","$59,754",49.0%,0.407,0.265
CA,1982Q4,"$122,384","$63,612","$58,772",48.0%,0.408,0.262
CA,1983Q1,"$122,740","$64,390","$58,350",47.5%,0.409,0.260
CA,1983Q2,"$123,161","$64,963","$58,198",47.3%,0.410,0.260
CA,1983Q3,"$123,721","$65,388","$58,333",47.1%,0.412,0.262
CA,1983Q4,"$124,502","$65,816","$58,686",47.1%,0.415,0.264
CA,1984Q1,"$125,542","$66,400","$59,142",47.1%,0.418,0.268
CA,1984Q2,"$126,802","$67,074","$59,728",47.1%,0.422,0.272
CA,1984Q3,"$128,280","$67,835","$60,445",47.1%,0.427,0.276
CA,1984Q4,"$129,960","$68,654","$61,306",47.2%,0.433,0.282
CA,1985Q1,"$131,841","$69,516","$62,325",47.3%,0.439,0.288
CA,1985Q2,"$133,901","$70,377","$63,524",47.4%,0.446,0.295
CA,1985Q3,"$136,112","$71,237","$64,875",47.7%,0.454,0.303
CA,1985Q4,"$138,441","$72,085","$66,355",47.9%,0.461,0.311
CA,1986Q1,"$140,948","$72,953","$67,994",48.2%,0.470,0.321
CA,1986Q2,"$143,721","$73,755","$69,966",48.7%,0.479,0.332
CA,1986Q3,"$146,825","$74,545","$72,280",49.2%,0.489,0.345
CA,1986Q4,"$150,309","$75,339","$74,970",49.9%,0.501,0.359
CA,1987Q1,"$154,228","$76,088","$78,140",50.7%,0.514,0.376
CA,1987Q2,"$158,673","$76,951","$81,722",51.5%,0.529,0.395
CA,1987Q3,"$163,789","$77,877","$85,912",52.5%,0.546,0.418
CA,1987Q4,"$169,726","$78,877","$90,849",53.5%,0.566,0.444
CA,1988Q1,"$176,656","$79,976","$96,681",54.7%,0.589,0.475
CA,1988Q2,"$184,662","$81,107","$103,555",56.1%,0.615,0.511
CA,1988Q3,"$193,682","$82,259","$111,422",57.5%,0.645,0.553
CA,1988Q4,"$203,463","$83,401","$120,062",59.0%,0.678,0.599
CA,1989Q1,"$213,553","$84,696","$128,857",60.3%,0.712,0.648
CA,1989Q2,"$223,402","$85,743","$137,658",61.6%,0.744,0.695
CA,1989Q3,"$232,321","$86,774","$145,548",62.6%,0.774,0.738
CA,1989Q4,"$239,588","$87,837","$151,752",63.3%,0.798,0.773
CA,1990Q1,"$244,862","$88,840","$156,022",63.7%,0.816,0.796
CA,1990Q2,"$248,243","$90,031","$158,212",63.7%,0.827,0.810
CA,1990Q3,"$250,015","$91,225","$158,790",63.5%,0.833,0.816
CA,1990Q4,"$250,595","$92,357","$158,239",63.1%,0.835,0.815
CA,1991Q1,"$250,422","$93,264","$157,159",62.8%,0.834,0.811
CA,1991Q2,"$249,814","$94,222","$155,592",62.3%,0.832,0.805
CA,1991Q3,"$248,990","$95,136","$153,853",61.8%,0.830,0.799
CA,1991Q4,"$247,967","$96,023","$151,943",61.3%,0.826,0.791
CA,1992Q1,"$246,575","$97,340","$149,235",60.5%,0.822,0.782
